"",".rownames","price_3_nights","neigh_simp","number_of_reviews","reviews_per_month",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid","obs_num"
"175","179",1283.5,"Unincorporated Areas",60,1.09,1139.11917525025,144.380824749747,0.00477597592751439,844.779013056856,2.35268232528229e-05,0.171508887971177,175
"176","180",1069.08,"Unincorporated Areas",71,1.3,1118.0720525197,-48.9920525197026,0.00488432771806715,844.804057544654,2.77097596490205e-06,-0.0582004563308152,176
"177","181",368.44,"Unincorporated Areas",12,0.22,1231.62442734956,-863.184427349556,0.00603729166661439,843.793788387022,0.00106569516516388,-1.02602062156582,177
"178","182",389.58,"Unincorporated Areas",36,0.67,1185.58638606537,-796.006386065374,0.00501164231557384,843.946373224919,0.000750759781688307,-0.945681930009684,178
"179","183",453,"City of Capitola",3,0.07,1266.76573578448,-813.765735784477,0.0180637506626558,843.895540785321,0.0029037817387723,-0.97318474249851,179
"180","184",1005.66,"Unincorporated Areas",64,1.52,1136.52467448565,-130.864674485653,0.00471887579708519,844.784065699068,1.90948255963433e-05,-0.155448696159029,180
"181","185",1060.02,"Unincorporated Areas",173,3.2,922.231556424034,137.788443575966,0.0134113094819459,844.781313134532,6.12277547791062e-05,0.164392600820111,181
"182","186",1380.14,"Unincorporated Areas",73,1.36,1114.55742622756,265.582573772443,0.00490437628381383,844.711531858624,8.17668237789763e-05,0.31550388074343,182
"183","187",906,"Unincorporated Areas",192,3.56,885.83841993209,20.1615800679101,0.0165106144740712,844.806758294739,1.62404043653885e-06,0.0240922446473734,183
"184","188",256.7,"Other",49,0.92,442.400332856529,-185.700332856529,0.0915024399974049,844.756024389008,0.000894817224184041,-0.230881076057191,184
"185","189",377.5,"Unincorporated Areas",2,0.05,1251.05729344435,-873.557293444346,0.00662518949996569,843.768653145188,0.00119916413998322,-1.03865749834784,185
"186","190",1555.3,"Other",13,0.27,511.815036058585,1043.48496394142,0.0914189337743878,843.186388597614,0.0282231188223152,1.29730440455674,186
"187","191",552.66,"City of Santa Cruz",154,2.95,777.510049414941,-224.850049414941,0.0135737167185938,844.738057604083,0.000165074241791296,-0.268286121981339,187
"188","192",437.9,"City of Santa Cruz",7,0.14,1058.72412353763,-620.824123537631,0.00795290109132951,844.282173152082,0.000728990708155904,-0.7386521676655,188
"189","193",1999.24,"City of Santa Cruz",13,0.26,1047.32190559932,951.91809440068,0.00760666063968343,843.572589523343,0.00163813372026305,1.13238784762755,189
"190","194",1506.98,"City of Santa Cruz",91,2.15,903.813937241589,603.166062758411,0.00854649969980622,844.311333346309,0.000740357027246299,0.717857531152723,190
"191","195",259.72,"City of Capitola",3,0.06,1266.62267927416,-1006.90267927416,0.0180999292847878,843.410932348528,0.00445493236187177,-1.20417994258092,191
"192","196",1268.4,"Unincorporated Areas",53,1.06,1153.99538445839,114.404615541613,0.00464718915170334,844.789548203056,1.43696825310645e-05,0.135891583908096,192
"193","197",434.88,"City of Capitola",2,0.04,1268.52304893055,-833.64304893055,0.0181638992124889,843.850330867205,0.0030648920543203,-0.99700692155482,193
"194","198",1247.26,"Unincorporated Areas",108,2.22,1050.33339241908,196.926607580924,0.00669484102264813,844.754560054606,6.15896181496685e-05,0.234153466801286,194
"195","199",573.8,"City of Santa Cruz",10,0.22,1053.3091275891,-479.509127589101,0.00772885600181594,844.494145364175,0.000422446849171811,-0.570452169075713,195
"196","200",742.92,"Unincorporated Areas",29,0.6,1199.89036923226,-456.970369232258,0.00509321554944637,844.523652388236,0.000251493739652431,-0.542918177601673,196
"197","201",2352.58,"City of Capitola",21,0.42,1232.41602545923,1120.16397454077,0.0171900546266105,843.080381748421,0.00522667144066849,1.33901168904912,197
"198","202",1075.12,"City of Santa Cruz",61,1.39,958.536122768144,116.583877231856,0.00676934158880496,844.788825385319,2.18296620189289e-05,0.138628005383307,198
"199","203",4098.14,"Unincorporated Areas",35,0.73,1188.63120780426,2909.50879219574,0.00488220620298047,833.233188130522,0.00976855459930329,3.456367924813,199
"200","204",2144.2,"Unincorporated Areas",8,0.2,1240.08424503697,904.115754963027,0.00610826847454279,843.695244130744,0.00118307387076567,1.07471184804386,200
"201","205",1766.7,"Unincorporated Areas",9,0.29,1239.18527095278,527.514729047224,0.00585166050330217,844.429001868605,0.000385629052734033,0.626969671122972,201
"202","206",1585.5,"Unincorporated Areas",41,1.03,1179.80400705157,405.695992948425,0.00456583237042406,844.583864626618,0.000177508902280503,0.481872325224885,202
"203","207",1963,"Unincorporated Areas",31,0.68,1196.66185596074,766.338144039262,0.00494699318719493,844.009435958579,0.000686773598644907,0.91040550042121,203
"204","208",2772.36,"Unincorporated Areas",2,0.12,1252.05868901653,1520.30131098347,0.0063980718996794,841.658152262077,0.00350596382977897,1.80742795658528,204
"205","209",936.2,"Unincorporated Areas",46,1.03,1168.87159366652,-232.671593666523,0.00458327229591394,844.733824983166,5.86106240739939e-05,-0.276362069048468,205
"206","210",1346.92,"Unincorporated Areas",29,0.67,1200.89176480445,146.028235195554,0.00495911441634146,844.778358130781,2.49988353345717e-05,0.173481796924646,206
"207","211",1365.04,"Unincorporated Areas",33,0.87,1195.00696430266,170.033035697343,0.00469500624731021,844.768065062567,3.20711292267025e-05,0.20197273912219,207
"208","212",362.4,"City of Capitola",9,0.27,1256.50796992867,-894.107969928667,0.0174659155962376,843.707162977221,0.00338532107825605,-1.06894089363373,208
"209","213",691.58,"City of Santa Cruz",1,0.03,1070.26939798626,-378.689397986255,0.00832319432459913,844.611889772362,0.000284079465610918,-0.450646089684018,209
"210","214",259.72,"City of Santa Cruz",8,0.17,1056.96681039156,-797.246810391558,0.00786815428712818,843.941198716639,0.00118916876805408,-0.94851812407561,210
"211","215",440.92,"Unincorporated Areas",20,0.48,1217.8520352016,-776.9320352016,0.00533597630604412,843.986891937483,0.000761992955852643,-0.923171444193434,211
"212","216",241.6,"City of Santa Cruz",2,0.05,1068.36902832987,-826.76902832987,0.00825395028846145,843.875467382097,0.00134262000770242,-0.983833253863522,212
"213","217",857.68,"City of Capitola",62,1.36,1156.21754767119,-298.537547671188,0.0167630360849283,844.68482430477,0.000361707933032392,-0.356785668154374,213
"214","218",594.94,"City of Santa Cruz",59,1.33,962.050749060289,-367.110749060289,0.00670892377198297,844.623957451642,0.000214495318478216,-0.43651218600083,214
"215","219",4212.9,"Unincorporated Areas",81,1.73,1102.35865569304,3110.54134430696,0.00516353854282001,831.561566573524,0.0118151657234417,3.69570816517043,215
"216","220",389.58,"Unincorporated Areas",62,1.42,1139.46707473655,-749.887074736547,0.0046440768190401,844.04357260839,0.000616961617926858,-0.89072615241236,216
"217","221",2980.74,"Unincorporated Areas",3,0.1,1249.5860933189,1731.1539066811,0.00645157164724629,840.721564707077,0.00458440132877708,2.05815793651162,217
"218","222",166.1,"Unincorporated Areas",3,0.07,1249.15692378796,-1083.05692378796,0.00655087674127472,843.210313366365,0.00182236161295981,-1.28770388492829,218
"219","223",1150.62,"Unincorporated Areas",127,2.95,1019.2333468087,131.386653191302,0.00971571677917529,844.783761582463,4.00296137553803e-05,0.156461988360694,219
"220","224",619.1,"City of Santa Cruz",5,0.13,1062.95403238134,-443.854032381339,0.00800654232769041,844.538919110881,0.000375172980780757,-0.528108678137728,220
"221","225",1796.9,"Unincorporated Areas",40,0.91,1180.27381160483,616.626188395166,0.00465756905861669,844.290968928295,0.000418390701161568,0.732442008095211,221
"222","226",1072.1,"Unincorporated Areas",16,0.37,1225.0243442962,-152.924344296204,0.00560659994843604,844.775537700805,3.10356026252156e-05,-0.181733524267219,222
"223","227",742.92,"City of Capitola",62,1.38,1156.50366069181,-413.583660691813,0.0167603835552457,844.57220952796,0.000694090000352387,-0.494277938664706,223
"224","228",993.58,"Unincorporated Areas",32,0.72,1195.04759932498,-201.467599324978,0.0048822115668926,844.752199437968,4.68383799360183e-05,-0.239334609312916,224
"225","229",661.38,"Unincorporated Areas",5,0.11,1245.35618447519,-583.976184475191,0.00640648954039175,844.343401148524,0.000517984456110624,-0.694269843219543,225
"226","230",2017.36,"Unincorporated Areas",39,0.93,1182.74640730247,834.61359269753,0.00463403204110601,843.861145824911,0.000762584878949893,0.991360470292916,226
"227","231",226.5,"City of Santa Cruz",11,0.28,1051.98098397397,-825.480983973966,0.00759231405791918,843.878989888173,0.00122950952850437,-0.981973011687212,227
"228","232",1132.5,"Unincorporated Areas",139,3.21,996.715023952701,135.784976047299,0.0113690959749943,844.782116009031,5.01978174245907e-05,0.161834893827487,228
"229","233",1204.98,"City of Santa Cruz",17,0.39,1040.43570952534,164.544290474658,0.00731339354957831,844.770461384138,4.70309856470516e-05,0.195710566671729,229
"230","234",981.5,"Unincorporated Areas",81,1.86,1104.2183903271,-122.718390327104,0.0053210240411518,844.786858002422,1.89571248515043e-05,-0.145816180809185,230
"231","235",4566.24,"Unincorporated Areas",5,0.34,1248.64648421238,3317.59351578762,0.00579650238222724,829.713243105379,0.0151072570438315,3.94296632953795,231
"232","236",860.7,"City of Capitola",34,0.79,1209.28484153966,-348.584841539661,0.0166113433634517,844.640333521855,0.000488534442811601,-0.416565634164861,232
"233","237",302,"Unincorporated Areas",2,0.05,1251.05729344435,-949.057293444346,0.00662518949996569,843.581218703534,0.00141540493932518,-1.12842681481255,233
"234","238",1639.86,"Unincorporated Areas",39,0.92,1182.60335079216,457.256649207843,0.00464340247275734,844.523425173946,0.000229362711755398,0.543135535425643,234
"235","239",1111.36,"Unincorporated Areas",227,5.27,833.774189500179,277.58581049982,0.0321244589929065,844.699734471613,0.000618465022762775,0.334368258353775,235
"236","240",1238.2,"Unincorporated Areas",5,0.13,1245.64229749582,-7.44229749581564,0.00634160742336264,844.807241467007,8.32651027820385e-08,-0.00884761084219065,236
"237","241",1506.98,"City of Santa Cruz",13,0.31,1048.03718815088,458.942811849117,0.00750653968967389,844.520502061526,0.000375686377811323,0.545924121021188,237
"238","242",468.1,"City of Santa Cruz",8,1.62,1077.71000438688,-609.610004386885,0.0104272757141463,844.299712624822,0.000926197111169443,-0.726215920964372,238
"239","243",1057,"City of Santa Cruz",3,0.07,1066.46865867348,-9.4686586734847,0.00818611902449009,844.807194640237,1.74629833314019e-07,-0.0112670678221967,239
"240","244",241.6,"City of Capitola",6,0.2,1262.06602238751,-1020.46602238751,0.0176541639594366,843.373678563354,0.00445901838057696,-1.2201237558388,240
"241","245",1208,"City of Santa Cruz",1,0.04,1070.41245449657,137.587545503432,0.00829695110611349,844.781522623949,3.73798286606856e-05,0.163729085907756,241
"242","246",501.32,"City of Santa Cruz",2,0.05,1068.36902832987,-567.04902832987,0.00825395028846145,844.369097364922,0.000631576464367881,-0.674773330308325,242
"243","248",1090.22,"Unincorporated Areas",41,0.98,1179.08872450001,-88.8687245000117,0.00459669587893868,844.796595676696,8.5756951745979e-06,-0.105556977503733,243
"244","249",845.6,"City of Capitola",38,0.95,1202.82781499662,-357.227814996621,0.016473437926131,844.63197406744,0.000508658630425183,-0.426864225184315,244
"245","250",966.4,"Unincorporated Areas",12,0.38,1233.91333151456,-267.513331514558,0.00560709994692379,844.710065341203,9.49810473003462e-05,-0.317909832936536,245
"246","251",2718,"City of Capitola",15,0.37,1244.81963896973,1473.18036103027,0.0172406623961105,841.818000028932,0.0090676606215645,1.76104263118922,246
"247","252",1497.92,"Unincorporated Areas",52,1.38,1160.7596754654,337.160324534599,0.00458896370878425,844.652987492824,0.000123227169417986,0.400472570807988,247
"248","253",2582.1,"City of Santa Cruz",1,0.08,1070.98468053782,1511.11531946218,0.00819761621095646,841.690507903186,0.00445406273236261,1.7981361523279,248
"249","254",1525.1,"City of Santa Cruz",4,0.14,1065.28357156866,459.816428431337,0.00800119145729885,844.519265321324,0.000402369594432986,0.547099662420364,249
"250","255",906,"City of Capitola",10,0.27,1254.32148725166,-348.321487251656,0.0174733790037011,844.640439463043,0.000514011224640192,-0.416433482900171,250
"251","256",652.32,"City of Santa Cruz",40,1,998.873055083171,-346.553055083171,0.00661653986635177,844.643935331371,0.000188477873805637,-0.412048946129963,251
"252","257",317.1,"Unincorporated Areas",4,0.1,1247.39961064189,-930.299610641888,0.00644478252807914,843.629453846514,0.00132249413621976,-1.10602354755425,252
"253","258",271.8,"Unincorporated Areas",1,0.15,1254.67434122448,-982.874341224483,0.00632282927894072,843.492615860395,0.00144790694959167,-1.16845739029967,253
"254","259",875.8,"Unincorporated Areas",64,1.81,1140.67331328472,-264.873313284718,0.00518120678506485,844.712016294031,8.59692619067229e-05,-0.31470507894265,254
"255","260",833.52,"Unincorporated Areas",42,1.84,1189.20510170988,-355.685101709885,0.00597631130521657,844.635321299966,0.000179099724869649,-0.422770665701184,255
"256","262",401.66,"Unincorporated Areas",101,2.67,1072.07631412222,-670.416314122216,0.00805940948437176,844.194826544884,0.00086167773657246,-0.797699429126968,256
"257","263",872.78,"City of Santa Cruz",3,0.1,1066.89782820442,-194.117828204422,0.00811190837797142,844.755981075369,7.27197467869232e-05,-0.230978535775002,257
"258","264",604,"City of Santa Cruz",17,0.5,1042.00933113878,-438.009331138781,0.00716347751842218,844.546164196897,0.000326331475160798,-0.520933190213176,258
"259","266",912.04,"Unincorporated Areas",84,2.31,1104.09648526014,-192.056485260139,0.00656895470322425,844.757143639988,5.74648915258298e-05,-0.22834823081043,259
"260","267",619.1,"Unincorporated Areas",81,2.57,1114.3754025593,-495.275402559298,0.00786238242126696,844.473163507844,0.000458593269161321,-0.58924830193153,260
"261","268",1661,"City of Santa Cruz",24,0.73,1029.9942521369,631.005747863102,0.00687392443017593,844.265391033855,0.000649510894794214,0.750358248699646,261
"262","269",3479.04,"City of Santa Cruz",19,0.59,1038.92387437757,2440.11612562243,0.00704486996093604,836.665385472478,0.00995768879748692,2.90190520405227,262
"263","270",314.08,"City of Santa Cruz",112,3.16,872.346508565942,-558.266508565942,0.0139429901811192,844.380118826741,0.00104606542321012,-0.666236006648397,263
"264","271",1023.78,"Unincorporated Areas",19,0.62,1222.04130902299,-198.261309022987,0.00509577114658054,844.753928423952,4.73638641149411e-05,-0.235550954891718,264
"265","272",2869,"Unincorporated Areas",6,0.19,1244.31415388068,1624.68584611932,0.00615136193695763,841.210799105157,0.00384763093140378,1.93128697638531,265
"266","273",1090.22,"Unincorporated Areas",34,0.97,1194.25104672877,-104.031046728772,0.00462745961002113,844.792624741679,1.18309900281228e-05,-0.123568472669779,266
"267","274",1208,"Unincorporated Areas",12,0.4,1234.19944453518,-26.1994445351831,0.0055634743437764,844.806384080144,9.03857462876552e-07,-0.0311344421209509,267
"268","275",1165.72,"City of Capitola",37,1.05,1206.44486277676,-40.7248627767576,0.0164028976641722,844.805038330882,6.58156507197313e-06,-0.0486618423694408,268
"269","276",1618.72,"City of Santa Cruz",2,0.07,1068.6551413505,550.064858649505,0.00820297018780292,844.39498271546,0.000590577849146146,0.654545795020532,269
"270","277",1138.54,"Unincorporated Areas",16,0.49,1226.74102241995,-88.2010224199548,0.00534040495380191,844.796748279227,9.82870504633174e-06,-0.104803049463735,270
"271","278",3016.98,"Unincorporated Areas",3,0.09,1249.44303680859,1767.53696319141,0.00648410954737721,840.547442830517,0.00480354146156721,2.10144793304262,271
"272","279",579.84,"City of Capitola",95,3.04,1108.09711306236,-528.25711306236,0.0227082660254629,844.421390894839,0.00155292347734127,-0.633243556176716,272
"273","280",135.9,"Unincorporated Areas",4,0.12,1247.68572366251,-1111.78572366251,0.00638008546837294,843.124670448996,0.00186961392634178,-1.32174746967663,273
"274","281",1195.92,"Unincorporated Areas",18,0.57,1223.51250914843,-27.5925091484346,0.00518091046516295,844.806282653959,9.32876349675845e-07,-0.0327836027301174,274
"275","282",332.2,"City of Santa Cruz",93,2.7,907.309079954761,-575.109079954761,0.0112056360763365,844.355201783891,0.000887255753441016,-0.685385277893683,275
"276","285",353.34,"City of Capitola",59,1.77,1168.64231262504,-815.302312625036,0.0171595906686918,843.892934793084,0.00276377122060969,-0.974573751994423,276
"277","286",2947.52,"Unincorporated Areas",57,1.75,1155.12035296192,1792.39964703808,0.0051408591941088,840.43237463417,0.00390576442398215,2.12956838469021,277
"278","287",1513.02,"Unincorporated Areas",45,1.4,1176.3511672251,336.668832774901,0.00468876319789747,844.653421718639,0.000125565444404838,0.399908834164431,278
"279","288",1262.36,"Unincorporated Areas",18,0.55,1223.22639612781,39.1336038721904,0.00521324285891965,844.805236571742,1.88830212531429e-06,0.0464967272324654,279
"280","289",830.5,"Other",1,0.03,534.619471935207,295.880528064793,0.0918182631454667,844.677050595829,0.00228107802850807,0.367931983166644,280
"281","290",332.2,"Unincorporated Areas",70,2.22,1133.41973414547,-801.219734145472,0.00644759490463852,843.93379184584,0.000981393747119693,-0.952563170829698,281
"282","291",1174.78,"City of Santa Cruz",3,0.58,1073.76454069943,101.015459300573,0.00761462663702015,844.793422473204,1.84666201616197e-05,0.120166995787022,282
"283","292",1208,"Unincorporated Areas",3,0.09,1249.44303680859,-41.4430368085862,0.00648410954737721,844.804980818434,2.64075236553197e-06,-0.0492721713062021,283
"284","293",2038.5,"Unincorporated Areas",4,0.14,1247.97183668314,790.528163316861,0.00631764360018094,843.957072071384,0.000935876375630093,0.939790597529448,284
"285","294",157.04,"Unincorporated Areas",12,1.57,1250.93705624176,-1093.89705624176,0.00693625549119251,843.177521233844,0.00196991533840465,-1.30084463026895,285
"286","295",981.5,"City of Santa Cruz",12,0.4,1051.51117942071,-70.0111794207069,0.00738252231701707,844.800644222866,8.59606215029461e-06,-0.083274871896125,286
"287","296",241.6,"Unincorporated Areas",2,0.07,1251.34340646497,-1009.74340646497,0.00655747976763399,843.419364818834,0.00158561355151379,-1.20054154112306,287
"288","297",1585.5,"City of Capitola",16,0.5,1244.49289092678,341.007109073216,0.0169422053656534,844.647461453624,0.000477158353957218,0.407578668038011,288
"289","298",1053.98,"Unincorporated Areas",11,0.36,1235.81370117094,-181.833701170943,0.00566257125629555,844.762383857042,4.43219326041064e-05,-0.216095151779995,289
"290","299",1183.84,"Unincorporated Areas",95,3.54,1097.64112658147,86.1988734185259,0.0147814430096203,844.797125913597,2.64837007763152e-05,0.102913615638507,290
"291","300",6816.14,"Unincorporated Areas",31,1.38,1206.67581168262,5609.46418831738,0.00507299727474087,800.932402581042,0.0377440743306287,6.66443457865,291
"292","301",945.26,"City of Santa Cruz",21,0.72,1036.41064365762,-91.1506436576162,0.00694792506197275,844.796011318697,1.37010668388387e-05,-0.108395503357894,292
"293","302",1120.42,"Unincorporated Areas",59,1.91,1153.0362917729,-32.6162917728957,0.00556145578901604,844.805871248843,1.40031449419712e-06,-0.0387599445627961,293
"294","303",1597.58,"Unincorporated Areas",16,0.6,1228.31464403339,369.265355966607,0.00516771330702409,844.622086032102,0.000166647815128503,0.438733874120207,294
"295","305",564.74,"City of Capitola",26,0.84,1227.49198550731,-662.751985507308,0.0164873280488919,844.203624619772,0.0017523314702059,-0.791951518414599,295
"296","306",1887.5,"Unincorporated Areas",3,0.16,1250.44443238077,637.055567619226,0.00626818400191034,844.255283101232,0.000602950701357979,0.757321447932846,296
"297","307",2582.1,"Unincorporated Areas",12,0.45,1234.91472708675,1347.18527291325,0.00546427679878258,842.33782429777,0.00234676928526311,1.60086485814701,297
"298","308",332.2,"City of Santa Cruz",23,1.37,1041.33635147391,-709.136351473914,0.00795540978973807,844.122076798912,0.000951444571186068,-0.843726501001295,298
"299","309",604,"City of Santa Cruz",20,0.68,1038.02490029338,-434.024900293376,0.0069802289430556,844.550941874375,0.000312109504751543,-0.516146796932724,299
"300","310",2908.26,"Unincorporated Areas",23,0.77,1215.44122596963,1692.81877403037,0.00487935245317174,840.907114965209,0.00330487832666403,2.01099104397995,300
"301","311",755,"City of Santa Cruz",69,2.27,953.633234259569,-198.633234259569,0.00950178490960164,844.753489537674,8.94386952425903e-05,-0.236517131795759,301
"302","312",2334.46,"City of Capitola",35,1.27,1213.96507135766,1120.49492864234,0.0164960703068065,843.080580637697,0.00501154825657794,1.33893465943705,302
"303","313",295.96,"Unincorporated Areas",9,0.3,1239.32832746309,-943.368327463088,0.00582646060150225,843.596858426949,0.0012279108103896,-1.12121198009686,303
"304","314",462.06,"Unincorporated Areas",35,1.33,1197.21459842302,-735.154598423015,0.00483269133698992,844.073160996349,0.000617274076202647,-0.873309462594518,304
"305","315",1029.82,"Unincorporated Areas",96,3.2,1090.59072255384,-60.7707225538356,0.0116166068936829,844.802267816747,1.0278767434483e-05,-0.0724384615997591,305
"306","316",4777.64,"City of Capitola",26,0.92,1228.63643758981,3549.00356241019,0.0164447312052908,827.322137333148,0.0501147926202509,4.24076873078387,306
"307","317",286.9,"Unincorporated Areas",13,0.44,1232.58518789942,-945.685187899423,0.00546993047180617,843.591337584784,0.00115761186335111,-1.12376413084156,307
"308","318",1380.14,"City of Capitola",152,5.63,1020.51923664373,359.620763356271,0.0520096771611625,844.622954864242,0.00175182085904545,0.437703828011021,308
"309","319",268.78,"City of Santa Cruz",12,1.53,1067.67656508603,-798.89656508603,0.00952617664461414,843.936152001088,0.00145056622031434,-0.951276111833508,309
"310","320",419.78,"City of Santa Cruz",1,0.04,1070.41245449657,-650.632454496568,0.00829695110611349,844.23031606068,0.000835892648238006,-0.774252179925587,310
"311","321",2579.08,"Unincorporated Areas",13,0.81,1237.87827878099,1341.20172121901,0.00512879498700002,842.360570534554,0.00218169304741554,1.59348584456079,311
"312","322",573.8,"Unincorporated Areas",90,3.15,1102.99433606433,-529.194336064335,0.0115006415675638,844.424412136374,0.000771477892750682,-0.630760559464153,312
"313","323",1310.68,"Unincorporated Areas",94,3.38,1097.53870509348,213.141294906517,0.0132924958248645,844.745100945131,0.000145173950922329,0.254279250496509,313
"314","324",691.58,"City of Santa Cruz",32,1.13,1018.22465113332,-326.644651133318,0.00691110637641012,844.662126179404,0.000175003307165541,-0.388435600668081,314
"315","325",377.5,"Unincorporated Areas",2,0.09,1251.6295194856,-874.129519485597,0.0064920252268165,843.767430586949,0.00117628587855094,-1.03926821785697,315
"316","326",1002.64,"Unincorporated Areas",5,0.7,1253.79651858363,-251.156518583634,0.00544049322081786,844.72160937345,8.12062512334362e-05,-0.298446579762829,316
"317","327",302,"Other",5,0.18,528.019388881855,-226.019388881855,0.0914841649930805,844.731333750591,0.00132524490981278,-0.28100690002517,317
"318","328",906,"Unincorporated Areas",18,0.63,1224.37084821031,-318.37084821031,0.0050974444329781,844.669640337813,0.000122174852271194,-0.37825141344335,318
"319","329",1041.9,"Unincorporated Areas",63,2.24,1149.01122590517,-107.11122590517,0.00677976094910178,844.791708090553,1.84551281734867e-05,-0.127364896744999,319
"320","330",1552.28,"Unincorporated Areas",27,1.69,1219.85649421035,332.423505789648,0.00627415036508646,844.65703937167,0.000164334604950376,0.395180921867286,320
"321","331",1066.06,"City of Capitola",11,0.4,1253.99473920871,-187.93473920871,0.017141938305472,844.758757306888,0.000146695326045927,-0.224646264719558,321
"322","332",347.3,"City of Capitola",3,0.16,1268.05324437729,-920.75324437729,0.0177635139680028,843.640214895438,0.00365348306795776,-1.10096310398801,322
"323","333",767.08,"Unincorporated Areas",3,0.19,1250.87360191171,-483.793601911712,0.00618410145060281,844.489018464701,0.000343011588547995,-0.575101749608204,323
"324","334",948.28,"Unincorporated Areas",24,1.4,1222.26730344232,-273.987303442318,0.00546244683991909,844.705315856832,9.70352553196581e-05,-0.325579748345317,324
"325","335",1241.22,"Unincorporated Areas",56,2.15,1163.02909605143,78.1909039485706,0.00665190118013899,844.799000081496,9.64670844692059e-06,0.0929700447009303,325
"326","336",211.4,"City of Capitola",4,0.29,1267.72649633434,-1056.32649633434,0.0174059152725364,843.271443505078,0.00470835009398088,-1.26284090025407,326
"327","337",199.32,"Unincorporated Areas",12,0.46,1235.05778359706,-1035.73778359706,0.00544612868341947,843.348554010908,0.00138246689276657,-1.23075951423779,327
"328","338",151,"Unincorporated Areas",3,0.12,1249.87220633952,-1098.87220633952,0.0063881872406201,843.163556162928,0.00182878372864569,-1.30640054892297,328
"329","339",1395.24,"Unincorporated Areas",24,1.05,1217.26032558138,177.979674418623,0.00485385274173311,844.764303441273,3.63393794329963e-05,0.211428979343993,329
"330","340",151,"City of Santa Cruz",4,0.17,1065.7127410996,-914.7127410996,0.00793685158660976,843.66690527165,0.00157929371688214,-1.08830997061505,330
"331","341",1884.48,"Unincorporated Areas",61,2.49,1156.96060401701,727.519395982994,0.00830008116403829,844.085823005557,0.00104552582030679,0.865748954448175,331
"332","342",1769.72,"Unincorporated Areas",44,1.79,1184.1168538043,585.603146195699,0.00568754975492067,844.341149288683,0.000461753379718486,0.695952342387802,332
"333","343",1337.86,"Unincorporated Areas",12,0.78,1239.63559192706,98.2244080729381,0.00516307427167534,844.794212043912,1.17805955411437e-05,0.116702728576168,333
"334","344",884.86,"City of Santa Cruz",1,0.04,1070.41245449657,-185.552454496568,0.00829695110611349,844.760402833083,6.7984900662353e-05,-0.22080729510438,334
"335","345",2778.4,"Unincorporated Areas",4,0.18,1248.54406272439,1529.85593727561,0.00619952543833957,841.619007902267,0.0034386260234873,1.81860539326721,335
"336","346",256.7,"Unincorporated Areas",10,0.41,1238.71546639952,-982.015466399516,0.00557003442065306,843.495908595478,0.00127136413408746,-1.16699438060759,336
"337","347",573.8,"Unincorporated Areas",47,1.93,1179.56019691765,-605.760196917646,0.00609238538739129,844.308292178515,0.000529688598841221,-0.720054324161474,337
"338","348",3056.24,"City of Capitola",1,0.19,1272.85537926225,1783.38462073775,0.0176748986942143,840.420980354166,0.0136351622551591,2.13233254069553,338
"339","349",755,"City of Capitola",18,1.95,1260.86311956809,-505.863119568089,0.0197633543455141,844.454487987188,0.0012319374301066,-0.605487370680975,339
"340","350",286.9,"City of Santa Cruz",7,0.32,1061.29914072326,-774.399140723258,0.00760753294763912,843.990368569026,0.00108425260661097,-0.921214300611071,340
"341","351",380.52,"Unincorporated Areas",35,1.56,1200.5048981602,-819.984898160205,0.00535185571343793,843.893381517679,0.000851335957710163,-0.974335786037613,341
"342","352",782.18,"Unincorporated Areas",31,1.37,1206.53275517231,-424.352755172307,0.00505174618953732,844.562717796805,0.000215089105244474,-0.504155277161562,342
"343","353",1510,"City of Santa Cruz",4,0.51,1070.57666245023,439.423337549772,0.00756229525107575,844.544369436283,0.000347006157210693,0.522719893699125,343
"344","354",755,"City of Santa Cruz",12,0.53,1053.37091405477,-298.370914054771,0.00726266879559344,844.686132031683,0.000153555129217802,-0.354876177267497,344
"345","356",1165.72,"Unincorporated Areas",6,0.82,1253.32671403037,-87.6067140303744,0.00543371843294773,844.796889245604,9.86798034107043e-06,-0.104101757993382,345
"346","357",1923.74,"City of Capitola",21,1.17,1243.14526373268,680.594736267325,0.0166774105227755,844.17054606438,0.00186998268405484,0.813351208213964,346
"347","358",298.98,"Unincorporated Areas",52,2.59,1178.06951321323,-879.089513213225,0.00965401142185063,843.752228599571,0.00178042604825783,-1.0468324202345,347
"348","359",1229.14,"City of Capitola",20,1,1242.89978573437,-13.7597857343715,0.0165364941738755,844.807056650099,7.57659569782373e-07,-0.0164425845992268,348
"349","360",3020,"City of Capitola",8,0.66,1264.27365650787,1755.72634349213,0.0168008098276788,840.560109746604,0.012539628457758,2.09832911998674,349
"350","361",1041.9,"Unincorporated Areas",8,0.49,1244.23288383604,-202.332883836038,0.00547825548439525,844.751691639123,5.30726148132193e-05,-0.24043454620316,350
"351","362",649.3,"City of Santa Cruz",100,7.3,957.809695959482,-308.509695959482,0.0978573266425859,844.664743789016,0.00267857836079698,-0.384918462887813,351
"352","363",646.28,"City of Santa Cruz",7,0.41,1062.58664931607,-416.306649316071,0.00750335031803797,844.571325192662,0.000308992292014896,-0.495206528063932,352
"353","364",851.64,"City of Santa Cruz",9,0.53,1059.9303620858,-208.290362085802,0.00736100606456133,844.748255838085,7.58606724945539e-05,-0.247748507811438,353
